PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,CabinFirst,CabinLast,Cabin_Num
1976_06,Europa,True,TRAPPIST-1e,64.0,False,0.0,0.0,0.0,0.0,0.0,Wasaleh Lansuffle,True,B,S,82
1976_07,Europa,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Alaslon Craleve,True,B,S,82
1977_01,Mars,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Froder Paska,True,F,P,393
1978_01,Earth,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,,True,G,S,311
1979_01,Earth,False,TRAPPIST-1e,26.0,False,401.0,0.0,693.0,62.0,0.0,Delley Moodson,False,F,S,376
1980_01,Earth,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Scotte Browlerson,True,G,S,312
1980_02,Earth,False,TRAPPIST-1e,29.0,False,1434.0,5.0,0.0,0.0,0.0,Man Freevenson,False,G,S,312
1980_03,Earth,True,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Penne Browlerson,True,G,S,312
1981_01,Earth,False,TRAPPIST-1e,27.0,False,196.0,602.0,0.0,0.0,198.0,Julion Cobson,False,E,P,124
1983_01,Earth,False,PSO J318.5-22,17.0,False,414.0,0.0,139.0,28.0,173.0,Felia Cooperkins,False,G,P,320
1984_01,Europa,False,55 Cancri e,37.0,False,0.0,3166.0,0.0,91.0,6.0,Mesath Wassid,True,A,S,0
1985_01,Mars,True,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,Apuffs Facle,True,F,P,394
1988_01,Earth,True,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Eleaha Wallerson,False,G,P,321
1991_01,Earth,False,55 Cancri e,22.0,False,0.0,0.0,30.0,499.0,138.0,Leenny Palmes,False,F,S,378
1991_02,Earth,False,TRAPPIST-1e,22.0,False,213.0,85.0,352.0,12.0,1.0,Aude Palmes,True,E,S,146
1992_01,Mars,True,TRAPPIST-1e,21.0,False,0.6287174224853516,0.0,0.0,0.0,0.0,Lucan Killé,True,F,S,379
1993_01,Earth,False,TRAPPIST-1e,31.0,False,1062.0,0.0,802.0,71.0,0.0,Lorey Fishopper,False,F,S,380
1994_01,Earth,False,TRAPPIST-1e,17.0,False,0.0,0.0,249.0,537.0,5.0,Cary Pagedy,True,E,P,125
1995_01,Earth,False,PSO J318.5-22,30.0,False,231.0,0.0,0.0,274.0,26.0,Gerry Sterreray,False,G,S,314
1996_01,Earth,False,TRAPPIST-1e,15.0,False,12.0,25.0,197.0,631.0,0.0,Sallie Fryan,False,F,S,381
1997_01,Earth,False,TRAPPIST-1e,42.0,False,37.0,1670.0,0.0,0.0,0.0,Joyn Hartley,True,G,S,315
1999_01,Earth,False,TRAPPIST-1e,55.0,False,373.0,1.0,1.0,496.0,0.0,Shelle Kimons,False,F,S,383
2000_01,Europa,False,55 Cancri e,28.0,False,5.0,2676.0,13.0,0.0,157.0,Weia Plattering,True,C,S,76
2001_01,Earth,False,TRAPPIST-1e,33.0,False,673.0,194.0,548.0,59.0,40.0,All Pittler,False,F,P,396
2003_01,Earth,False,TRAPPIST-1e,19.0,False,3.0,6.0,20.0,60.0,719.0,Viviay Oconley,False,G,P,323
2006_01,Earth,False,TRAPPIST-1e,24.0,False,39.815547943115234,856.0,0.0,0.0,5.0,Eriky Moorez,False,F,S,386
2006_02,Earth,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Crisey Moorez,False,G,S,317
2006_03,Earth,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Joana Moorez,False,G,S,317
2007_01,Europa,False,55 Cancri e,30.0,False,0.0,5734.0,0.0,5.0,1.0,Aviton Gocent,True,A,S,25
2009_01,Europa,False,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Aldibah Contery,False,B,P,59
2009_02,Europa,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Cheliak Contery,True,B,P,59
2009_03,Europa,True,55 Cancri e,40.0,False,0.0,0.0,0.0,0.0,0.0,Gluebah Contery,True,B,P,59
2010_01,Earth,True,PSO J318.5-22,33.0,False,0.0,0.0,0.0,0.0,0.4500006437301636,Candyn Gregordy,True,G,P,324
2011_01,Earth,True,PSO J318.5-22,46.0,False,0.0,0.0,0.0,0.0,0.5666695833206177,Tonyn Bartines,False,G,S,318
2012_01,Europa,False,55 Cancri e,30.0,True,1250.0,865.0,0.0,3725.0,5416.0,Mirakis Amincrerus,False,B,P,60
2013_01,Earth,False,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,804.0,Emmax Water,False,F,P,398
2015_01,Earth,False,TRAPPIST-1e,19.0,False,1139.0,18.0,0.0,0.0,671.0,Fayene Hickett,True,F,S,387
2019_01,Europa,False,55 Cancri e,22.0,False,0.0,5183.0,0.0,1080.0,2.0,Dirfak Oppressive,True,B,S,83
2019_02,Europa,False,55 Cancri e,20.0,False,0.0,162.0,0.0,148.0,7619.0,Okulus Oppressive,False,B,S,83
2022_01,Earth,False,PSO J318.5-22,36.0,False,0.0,809.0,0.0,86.0,0.0,Gracia Houseson,False,F,S,390
2024_01,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Ellard Kinson,True,G,S,322
2024_02,Earth,False,55 Cancri e,17.0,False,44.0,1535.0,10.0,51.0,0.0,Ianne Kinson,True,E,S,150
2026_01,Earth,True,TRAPPIST-1e,2.735175609588623,False,0.0,0.0,0.0,0.0,0.0,Marlly Warrishales,True,G,S,323
2026_02,Earth,True,PSO J318.5-22,15.0,False,0.0,0.0,0.0,0.0,0.0,Franda Warrishales,True,G,S,323
2026_03,Earth,False,TRAPPIST-1e,20.0,False,0.0,4.0,429.0,0.0,287.0,Heald Alldson,False,G,S,323
2027_01,Earth,False,55 Cancri e,19.0,False,30.0,1.0,1051.0,0.0,6.0,Iree Oconley,True,F,P,399
2028_01,Earth,False,PSO J318.5-22,24.0,False,662.0,0.0,0.0,0.0,9.0,Louisa Pooles,False,F,S,391
2029_01,Earth,False,55 Cancri e,43.0,False,0.0,6.0,730.0,1.0,0.0,Lyne Camerrison,False,F,P,400
2032_01,Mars,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Powl Shcad,True,F,P,402
2034_01,Earth,False,TRAPPIST-1e,42.0,False,399.0,75.0,38.0,771.0,0.0,Anton Pearsalason,False,F,S,393
2038_01,Earth,False,TRAPPIST-1e,21.0,False,6.0,133.0,503.0,0.0,2.0,Racyle Ingston,False,F,P,404
2040_01,Europa,True,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,Lesaten Stiven,True,B,S,85
2040_02,Europa,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Alramak Stiven,True,B,S,85
2041_01,Earth,True,TRAPPIST-1e,64.0,False,0.4500006437301636,0.0,0.0,0.0,0.0,Pattin Weavesend,True,G,P,327
2042_01,Earth,False,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,785.0,19.0,Rosiey Floways,False,F,S,394
2043_01,Mars,True,TRAPPIST-1e,24.0,False,0.6287174224853516,0.0,0.0,0.0,0.0,Goles Teake,True,F,S,395
2044_01,Earth,False,TRAPPIST-1e,27.0,False,0.0,0.0,634.0,1.0,23.0,Breney Conleydenan,True,F,S,396
2045_01,Earth,True,55 Cancri e,42.0,False,0.0,0.0,0.0,0.0,0.4500006437301636,Gaylah Whitneyes,True,G,S,324
2046_01,Earth,True,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,Luison Beston,False,G,P,328
2051_01,Earth,False,TRAPPIST-1e,20.0,False,2.0,0.0,694.0,0.0,22.0,,True,E,P,126
2052_01,Mars,False,TRAPPIST-1e,31.0,False,162.0,1211.0,4.0,0.0,1.0,Jele Balle,True,E,S,151
2053_01,Europa,False,55 Cancri e,26.0,False,281.0,741.0,13.0,0.0,4724.0,Tabbah Wasede,False,C,P,68
2054_01,Europa,False,55 Cancri e,39.0,False,0.0,177.91668701171875,0.0,1528.0,1119.0,Alark Stivelte,False,C,P,69
2055_01,Earth,False,TRAPPIST-1e,1.8501991033554077,False,0.0,0.0,0.0,0.0,0.0,Belly Woodwinez,False,G,P,330
2055_02,Earth,False,PSO J318.5-22,32.0,False,0.0,58.0,0.0,0.0,642.0,Sall Woodwinez,True,G,P,330
2055_03,Earth,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,,True,G,P,330
2055_04,Earth,False,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Lesley Woodwinez,True,G,P,330
2055_05,Earth,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Harlen Woodwinez,True,G,P,330
2055_06,Earth,True,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Janee Canton,False,G,P,330
2056_01,Earth,True,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,0.0,0.0,Marynk Hanghanson,False,G,P,331
2056_02,Earth,False,TRAPPIST-1e,14.0,False,16.0,0.0,0.0,712.0,149.0,Claura Hanghanson,False,F,P,407
2056_03,Earth,False,TRAPPIST-1e,68.0,False,0.0,286.0,0.0,1739.0,13.0,Elany Hanghanson,False,F,P,407
2056_04,Earth,True,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,Philia Hanghanson,True,G,P,331
2059_01,Earth,False,TRAPPIST-1e,55.0,False,2.0,0.0,0.0,0.0,907.0,Ellena Moodmandez,True,G,P,333
2060_01,Earth,False,55 Cancri e,22.0,False,1430.0,0.0,0.0,0.0,423.0,Anniey Baketton,False,G,S,327
2061_01,Europa,False,TRAPPIST-1e,34.0,False,0.0,5063.0,0.0,56.0,327.0,Dscha Sedece,True,D,P,65
2062_01,Mars,False,TRAPPIST-1e,17.0,False,583.0,0.0,753.0,0.0,0.0,,False,F,S,398
2063_01,Earth,True,PSO J318.5-22,38.0,False,0.0,0.0,0.0,0.0,0.0,Mistie Leonaldez,False,G,S,328
2065_01,Earth,False,TRAPPIST-1e,13.0,False,12.0,0.0,0.0,0.0,1963.0,Lavey Jeffey,False,F,P,410
2066_01,Earth,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Bryany Chapmaney,True,G,S,329
2067_01,Europa,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Alatrin Sprender,True,C,P,70
2067_02,Europa,False,TRAPPIST-1e,27.0,True,0.0,0.0,72.0,668.0,2713.0,Asellan Sprender,False,C,P,70
2070_01,Earth,False,TRAPPIST-1e,17.0,False,11.783575057983398,1.0,533.0,326.0,0.0,Sanda Gilleyons,True,E,P,127
2071_01,Europa,False,55 Cancri e,45.0,False,0.0,3559.0,0.0,3615.0,163.0,Zaninon Subateful,False,C,S,78
2071_02,Europa,False,55 Cancri e,28.0,False,167.0,2406.0,71.0,283.0,650.0,Alduson Subateful,True,C,S,78
2073_01,Earth,False,TRAPPIST-1e,23.0,False,177.0,0.0,7.0,0.0,448.0,Landa Rivanseney,False,F,S,401
2074_01,Europa,False,TRAPPIST-1e,24.0,False,1289.0,3343.0,0.0,4996.0,729.0,Sadir Alaring,False,D,S,69
2074_02,Europa,False,TRAPPIST-1e,23.0,False,9.0,4081.0,0.0,0.0,16.0,Mergas Alaring,True,D,S,69
2075_01,Earth,False,55 Cancri e,29.0,False,270.0,0.0,0.0,25.0,343.0,Janne Yatters,False,F,S,402
2080_01,Earth,False,TRAPPIST-1e,46.0,False,430.0,0.0,340.0,52.0,61.0,Henryn Joycerton,False,G,P,334
2081_01,Earth,False,PSO J318.5-22,17.0,False,8.0,911.0,0.0,0.0,0.0,Brie Moodsey,True,F,P,411
2082_01,Earth,False,TRAPPIST-1e,20.0,False,0.0,0.0,4.0,35.0,769.0,Carlie Kirks,False,G,P,335
2083_01,Earth,False,TRAPPIST-1e,24.0,False,121.0,20.0,0.0,68.0,506.0,Wen Gibbsonton,False,F,S,407
2084_01,Europa,False,TRAPPIST-1e,40.0,False,19.0,10.0,1.0,4759.0,6007.0,Aston Boltund,False,A,P,16
2084_02,Europa,True,TRAPPIST-1e,3.843618869781494,False,0.0,0.0,0.0,0.0,0.0,Dyonon Boltund,True,A,P,16
2085_01,Europa,False,TRAPPIST-1e,38.0,False,0.0,590.0,2640.0,6202.0,99.0,Algedia Unaasor,False,C,P,72
2086_01,Europa,False,TRAPPIST-1e,65.0,False,51.0,4451.0,0.0,20.0,397.0,Marf Wasterivel,True,A,S,26
2086_02,Europa,False,TRAPPIST-1e,19.0,False,0.0,1342.0,0.0,152.0,556.0,Aldera Wasterivel,True,A,S,26
2087_01,Earth,False,TRAPPIST-1e,54.0,False,0.0,0.0,872.0,0.0,1.0,Olliey Brownings,True,F,S,408
2088_01,Earth,False,55 Cancri e,38.0,False,0.0,717.0,0.0,0.0,0.0,Eriey Weaves,False,F,S,409
2088_02,Earth,False,TRAPPIST-1e,40.0,False,51.0,0.0,1.0,368.0,509.0,Len Weaves,True,G,S,331
2089_01,Earth,False,PSO J318.5-22,21.0,False,20.79201316833496,2.0,133.0,0.0,549.0,Sonard Sterreray,False,F,P,412
2090_01,Earth,False,TRAPPIST-1e,22.0,False,8.0,0.0,801.0,0.0,12.0,Dia Watkinsley,True,F,P,413
2091_01,Earth,False,TRAPPIST-1e,33.0,False,356.0,14.728275299072266,0.0,245.0,0.0,Arlie Woodwinez,False,F,P,414
2092_01,Mars,False,TRAPPIST-1e,18.0,False,29.0,0.0,2315.0,0.0,1.0,Muffs Blan,True,D,S,70
2092_02,Mars,False,TRAPPIST-1e,43.0,False,546.0,0.0,41.0,710.0,0.0,Wins Stpie,False,E,S,153
2092_03,Mars,False,TRAPPIST-1e,13.0,False,6726.0,0.0,1605.0,1266.0,0.0,Cray Stpie,False,F,P,0
2092_04,Mars,False,TRAPPIST-1e,26.0,False,1751.0,0.0,0.0,0.0,0.0,,False,F,S,410
2092_05,Mars,False,TRAPPIST-1e,22.0,False,2300.0,0.0,22.0,256.0,0.0,Jur Stpie,False,D,S,70
2094_01,Mars,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Lles Buncy,True,F,P,415
2095_01,Earth,False,PSO J318.5-22,25.0,False,0.0,11.0,0.0,13.0,1344.0,Mabley Gallencis,False,F,S,411
2096_01,Mars,False,TRAPPIST-1e,29.0,False,216.0,10.0,611.0,594.0,0.0,Milly Kité,False,F,S,412
2096_02,Mars,False,TRAPPIST-1e,49.0,False,1624.0,0.0,68.0,16.743873596191406,0.0,Weaffs Kinie,False,F,S,412
2097_01,Europa,True,55 Cancri e,29.0,False,0.0,0.0,0.0,0.0,0.0,Tetra Roftfuling,True,B,S,86
2099_01,Mars,False,TRAPPIST-1e,45.0,False,10.0,1095.0,1474.0,0.0,0.0,Cupers Boste,True,D,S,71
2100_01,Earth,False,PSO J318.5-22,45.0,False,0.0,0.0,734.0,3.0,5.0,Garyan Briggins,True,F,S,413
2102_01,Europa,False,TRAPPIST-1e,30.0,False,63.0,9314.0,249.0,2624.0,4538.0,Giedia Seadler,False,C,S,79
2104_01,Earth,False,TRAPPIST-1e,29.0,False,776.0,0.0,4.0,0.0,23.0,Sonard Bootez,False,F,S,414
2104_02,Earth,False,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Brinez Bootez,False,E,S,0
2105_01,Earth,True,55 Cancri e,16.0,False,0.0,0.0,0.0,0.0,0.0,Benda Loway,False,G,S,335
2106_01,Earth,False,55 Cancri e,20.0,False,1.0,0.0,0.0,4926.0,1.0,Bertle Calhounez,False,G,S,336
2107_01,Earth,False,TRAPPIST-1e,33.0,False,235.0,2.0,1.0,650.0,0.0,Sylvin Haynardy,False,G,P,338
2110_01,Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Ernice Joynewtonks,False,G,P,339
2111_01,Mars,False,TRAPPIST-1e,24.0,False,600.0,593.0,1404.0,0.0,1.0,Beals Blan,False,F,P,417
2112_01,Mars,False,TRAPPIST-1e,29.0,False,860.0,305.0,18.0,1415.0,0.0,Latsts Perty,False,F,P,418
2114_01,Europa,True,55 Cancri e,40.0,False,0.0,0.0,0.0,0.0,0.0,Gollux Folhal,True,B,S,87
2115_01,Europa,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Schird Oinded,True,D,S,72
2116_01,Earth,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Dellie Waderoachez,False,G,S,339
2117_01,Europa,False,TRAPPIST-1e,31.0,False,0.0,8718.0,0.0,13036.0,267.0,Azet Rocketedy,False,B,S,0
2118_01,Earth,True,PSO J318.5-22,26.0,False,0.0,0.0,0.0,0.0,0.0,Kene Macdonadows,False,G,P,340
2120_01,Mars,False,TRAPPIST-1e,49.0,False,0.0,0.0,1058.0,0.0,0.0,Prah Bla,True,D,S,73
2121_01,Earth,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Timyra Peterstarks,False,G,P,341
2123_01,Earth,True,PSO J318.5-22,23.0,False,0.0,0.0,0.0,0.0,0.0,Dianya Johnsondez,False,G,P,342
2123_02,Earth,True,PSO J318.5-22,14.0,False,0.0,0.0,0.0,0.0,0.0,France Johnsondez,True,G,P,342
2124_01,Earth,False,55 Cancri e,21.0,False,770.0,0.0,0.0,40.0,0.0,Ine Litthews,False,G,S,341
2125_01,Earth,False,TRAPPIST-1e,18.0,False,0.0,1.0,0.0,80.0,826.0,Stenny Pagedy,False,G,P,343
2126_01,Earth,False,TRAPPIST-1e,3.362802743911743,False,717.0,0.0,0.0,0.0,0.0,Natha Ricews,False,F,S,415
2127_01,Earth,False,TRAPPIST-1e,19.0,False,721.0,62.0,7.0,0.0,0.0,Dorice Bailes,True,F,P,419
2128_01,Earth,False,TRAPPIST-1e,22.0,False,624.0,0.0,0.0,0.0,185.0,Artis Sancockett,False,G,P,344
2129_01,Earth,False,TRAPPIST-1e,17.0,False,736.0,0.0,2.0,20.0,0.0,Rice Camerrison,False,F,P,420
2130_01,Earth,False,PSO J318.5-22,13.0,False,0.0,2.0,480.0,10.0,176.0,Marine Oneiles,False,F,P,421
2131_01,Earth,False,TRAPPIST-1e,26.0,False,0.0,19.22422218322754,0.0,91.0,900.0,Terrie Mayder,False,E,P,128
2133_01,Mars,False,TRAPPIST-1e,3.7043004035949707,False,1054.0,0.0,43.0,85.0,0.0,Caish Chrie,False,D,S,74
2133_02,Mars,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,Elfs Chrie,True,F,S,416
2134_01,Mars,False,TRAPPIST-1e,20.0,False,1146.0,0.0,0.0,0.0,3.0,Mes Pimne,False,F,P,422
2135_01,Earth,False,TRAPPIST-1e,20.0,False,75.0,0.0,0.0,1545.0,0.0,Tin Monroellynn,False,E,P,129
2135_02,Earth,False,TRAPPIST-1e,23.0,False,426.0,0.0,362.0,0.0,0.0,Aarone Monroellynn,False,E,P,129
2136_01,Earth,False,TRAPPIST-1e,61.0,False,2.0,0.0,17.0,868.0,28.0,Sallie Waltonnedy,False,G,S,343
2137_01,Mars,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Lopedo Ruité,True,F,P,423
2137_02,Mars,False,55 Cancri e,3.0,False,0.0,0.0,0.0,0.0,0.0,Stoate Queke,True,F,P,423
2137_03,Mars,False,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,Slig Queke,True,F,P,423
2138_01,Earth,True,55 Cancri e,13.0,False,0.0,0.0,0.0,0.0,0.0,Colly Powery,True,G,S,344
2139_01,Mars,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Gibil Razo,True,F,S,417
2140_01,Earth,False,TRAPPIST-1e,18.0,False,0.0,0.0,698.0,0.0,0.0,Andra Drakeekss,True,F,P,424
2141_01,Earth,False,55 Cancri e,66.0,False,0.0,0.0,1610.0,0.0,0.0,Annaha Rivanseney,True,E,P,130
2142_01,Mars,True,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,Tostex Pri,True,F,S,418
2143_01,Earth,False,TRAPPIST-1e,21.0,False,0.0,1433.0,0.0,1234.0,0.0,Justie Miltongson,False,F,S,419
2143_02,Earth,True,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Thel Miltongson,False,G,S,345
2144_01,Earth,True,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,Helley Philliames,False,E,S,0
2145_01,Earth,False,TRAPPIST-1e,15.0,False,0.0,951.0,128.0,0.0,0.0,Karene Pecketton,False,F,P,425
2147_01,Mars,False,TRAPPIST-1e,3.6918246746063232,False,1146.0,0.0,47.0,0.0,105.0,Chon Ban,True,E,S,155
2148_01,Earth,False,TRAPPIST-1e,13.0,False,579.0,226.0,61.0,1.0,7.0,Ellana Grahangory,False,F,S,420
2149_01,Europa,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Altares Persed,True,B,S,89
2150_01,Earth,True,PSO J318.5-22,38.0,False,0.0,0.0,0.0,0.0,0.0,Walley Prickmantes,False,G,P,346
2152_01,Earth,False,TRAPPIST-1e,45.0,False,2138.0,0.0,0.0,659.0,0.0,Eulah Bakericks,False,F,P,426
2153_01,Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.5666695833206177,Alvia Daviddley,False,G,P,347
2154_01,Earth,False,TRAPPIST-1e,19.0,False,78.0,0.0,0.0,550.0,0.0,Regana Barles,False,G,P,348
2156_01,Earth,False,TRAPPIST-1e,49.0,False,651.0,25.0,0.0,849.0,2.0,Troya Cofferson,False,F,S,421
2158_01,Earth,False,TRAPPIST-1e,21.0,False,0.0,820.0,0.0,45.0,0.0,Joyn Moraleney,True,F,S,423
2159_01,Earth,False,TRAPPIST-1e,18.0,False,0.0,402.0,2027.0,0.0,0.0,Hencey Casez,True,F,S,424
2161_01,Mars,True,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,Poselk Sidie,True,F,P,429
2162_01,Mars,True,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,Ral Graie,True,F,S,425
2162_02,Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Hoces Graie,True,F,S,425
2163_01,Earth,False,TRAPPIST-1e,27.0,False,0.0,0.0,6.0,745.0,22.0,Adanne Mosepherry,False,G,P,349
2164_01,Europa,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Coxaton Queldry,True,B,P,63
2167_01,Earth,False,PSO J318.5-22,20.0,False,38.0,220.0,495.0,0.0,31.63153839111328,Weney Mckinn,False,F,P,431
2168_01,Mars,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Fow Lacke,True,F,S,427
2168_02,Mars,False,TRAPPIST-1e,20.0,False,212.0,0.0,991.0,0.0,13.0,Gorice Lacke,False,F,S,427
2171_01,Earth,False,TRAPPIST-1e,24.0,False,388.0,0.0,7.0,409.0,0.0,Sergia Camerrison,False,F,P,433
2171_02,Earth,False,TRAPPIST-1e,41.0,False,2.0,0.0,551.0,5577.0,68.0,Karene Camerrison,False,G,P,351
2172_01,Earth,False,PSO J318.5-22,23.0,False,0.0,774.0,0.0,0.0,0.0,Belly Barbes,True,G,S,347
2173_01,Earth,True,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,Vina Landolphrey,True,G,P,352
2175_01,Earth,True,55 Cancri e,58.0,False,0.0,0.0,0.0,0.0,0.0,Gabria Callowery,True,G,S,348
2177_01,Mars,True,TRAPPIST-1e,53.0,False,0.0,0.0,0.0,0.4670320153236389,0.0,Clech Colle,True,F,P,435
2179_01,Europa,False,TRAPPIST-1e,30.0,False,437.0,3585.0,0.0,4488.0,281.0,Eltaird Dianket,False,C,S,80
2180_01,Earth,False,55 Cancri e,24.0,False,1.0,0.0,0.0,318.0,247.0,Coreen Masquez,False,F,S,428
2182_01,Europa,False,TRAPPIST-1e,31.0,False,46.0,1935.0,0.0,995.0,1254.0,Unukath Tiouserful,False,B,P,64
2183_01,Mars,False,PSO J318.5-22,46.0,False,607.0,0.0,41.0,334.0,251.0,Cheeet Ruity,False,F,S,429
2183_02,Mars,False,TRAPPIST-1e,20.0,False,938.0,59.0,31.0,12.0,0.0,Prish Ruity,False,F,S,429
2186_01,Earth,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Ivanne Johnsby,False,G,S,350
2187_01,Earth,False,TRAPPIST-1e,30.0,False,0.0,236.0,0.0,1149.0,0.0,Hary Wiggson,False,F,P,437
2188_01,Earth,False,55 Cancri e,24.0,False,0.0,421.0,0.0,207.0,63.0,Ollip Hopez,False,F,P,438
2189_01,Earth,False,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,628.0,0.0,Nelly Cruzaley,False,G,P,354
2190_01,Earth,False,TRAPPIST-1e,20.0,False,1750.0,0.0,446.0,0.0,76.0,Allia Barris,False,F,S,430
2191_01,Mars,True,TRAPPIST-1e,48.0,False,0.0,0.0,0.0,0.0,0.0,Barkix Sidie,True,F,S,431
2193_01,Earth,False,PSO J318.5-22,25.0,False,0.0,0.0,619.0,0.0,70.0,Karlen Singtons,False,F,P,439
2194_01,Earth,True,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,Danie Blacks,False,G,S,352
2195_01,Earth,False,TRAPPIST-1e,27.0,False,0.0,280.0,119.0,646.0,5.0,Naomie Coleyanglas,True,F,P,440
2196_01,Europa,False,TRAPPIST-1e,47.0,False,19.192150115966797,32.0,0.0,4027.0,1440.0,Muonin Veriedeezy,False,B,P,65
2196_02,Europa,False,55 Cancri e,26.0,False,26.0,4587.0,0.0,102.0,0.0,Zinonon Veriedeezy,True,B,P,65
2196_03,Europa,True,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,Genubi Veriedeezy,True,B,P,65
2196_04,Europa,False,55 Cancri e,42.0,False,0.0,1180.0,0.0,2677.0,283.0,Alrairk Veriedeezy,False,B,P,65
2198_01,Earth,False,55 Cancri e,61.0,False,0.0,654.0,902.0,0.0,68.0,Joela Franey,True,E,S,156
2200_01,Mars,False,TRAPPIST-1e,29.0,False,1443.0,1108.0,47.0,0.0,0.0,Grawk Prité,False,F,P,442
2201_01,Europa,False,55 Cancri e,32.0,False,0.0,1968.0,13.0,1051.0,40.503440856933594,Suhelik Subateful,True,D,S,75
2202_01,Mars,False,TRAPPIST-1e,51.0,False,1671.0,0.0,17.0,0.0,0.0,Stmeal Horte,False,F,P,443
2203_01,Mars,False,TRAPPIST-1e,43.0,False,2019.0,0.0,560.0,0.0,0.0,Guanch Boyst,False,D,S,76
2204_01,Europa,True,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,Taraid Aillyber,True,B,S,90
2205_01,Earth,False,TRAPPIST-1e,31.0,False,0.0,0.0,187.0,602.0,0.0,Brance Vandan,False,E,S,157
2206_01,Earth,False,PSO J318.5-22,13.0,False,0.0,14.0,857.0,0.0,72.0,Elindy Callowery,False,F,S,432
2207_01,Earth,False,TRAPPIST-1e,20.0,False,546.0,0.0,228.0,0.0,0.0,Andine Hales,False,G,S,354
2209_01,Earth,False,TRAPPIST-1e,29.0,False,1356.0,20.0,0.0,13.0,0.0,,False,F,S,433
2210_01,Earth,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,Helly Hestes,False,G,S,355
